id,stratum,is_prediction,is_checkable,is_sarcastic,is_conditional,direction,domain,horizon,stance_vs_thread,certainty,specificity,subject_text,labeler,notes,source
9095736,enriched,1,1,0,0,failure,science_space,unstated,agrees,2.0,1.0,classical model of photon / quantum physics,anthony,Quantum computers will never work,human_adjudicated
6189413,enriched,0,,,,,,,,,,,panel,,panel
19481373,enriched,1,1,0,1,success,society_work,under_1y,,1.0,2.0,Mathigon/Primer course platform,panel,,panel
12574131,enriched,1,1,0,1,failure,society_work,unstated,agrees,1.0,1.0,automation and wealth inequality,anthony,the big biz will save themselves by going overseas,human_audit
13115317,enriched,1,1,0,1,failure,policy_law,unstated,contrarian,2.0,1.0,George Hotz's self-driving software release,anthony,won't stand up in a court of law,human_adjudicated
14395722,enriched,0,,,,,,,,,,,anthony,"question, no asserted forecast",human_adjudicated
18318203,enriched,1,1,0,1,change,product_adoption,unstated,agrees,2.0,1.0,trust and reputation platforms,anthony,Users simply won't pay,human_adjudicated
600558,enriched,1,0,0,0,no_change,product_adoption,unstated,contrarian,2.0,1.0,Safari and Firefox browser update adoption,anthony,won't get a 3.x update,human_audit
1245649,enriched,0,,,,,,,,,,,anthony,"habitual present, not a future claim",human_audit
12940183,enriched,0,,,,,,,,,,,anthony,"career advice, not a scoped forecast",human_adjudicated
6218885,enriched,0,,,,,,,,,,,panel,,panel
20315810,enriched,1,1,1,0,failure,ai_ml,unstated,contrarian,3.0,1.0,Face-Reading AI for lie detection,panel,,panel
951055,enriched,1,1,0,1,no_change,company_fate,unstated,contrarian,2.0,1.0,Google Adsense account after death,anthony,Google will keep putting money in to it,human_adjudicated
10916332,enriched,1,1,0,1,change,policy_law,unstated,agrees,1.0,1.0,encryption decryption laws in rural areas,anthony,will of course be impacted by such laws (if they pass),human_adjudicated
8299759,enriched,1,0,0,0,change,product_adoption,unstated,agrees,1.0,1.0,Apple Watch pricing,anthony,some configurations are probably going to go up to double and triple that,human_adjudicated
16664240,enriched,1,1,0,0,change,policy_law,unstated,agrees,2.0,1.0,companies firing employees when threatened with legal action,anthony,A company will always err on the side of firing,human_adjudicated
2156591,enriched,0,,,,,,,,,,,panel,,panel
16247756,enriched,1,0,0,1,failure,crypto_finance,unstated,unclear,1.0,1.0,market manipulation via retail commodity buyouts,anthony,it would probably never be a profitable enterprise,human_adjudicated
17296531,enriched,0,,,,,,,,,,,anthony,,human_adjudicated
14441411,enriched,1,1,0,1,change,society_work,unstated,contrarian,2.0,1.0,Finnish education system innovation and PISA rankings,anthony,"Results will be ""assessable"" only when these kids will have a professional path.",human_adjudicated
14300551,enriched,0,,,,,,,,,,,anthony,"product capability claim, not a forecast",human_adjudicated
6391353,enriched,0,,,,,,,,,,,anthony,"quoted ask, not speaker's forecast",human_audit
11346991,enriched,0,,,,,,,,,,,anthony,"Hypothetical physics, not a real forecast",human_adjudicated
9590859,enriched,0,,,,,,,,,,,panel,,panel
20863989,enriched,0,,,,,,,,,,,anthony,"data structure fact, not a forecast",human_audit
1702656,enriched,1,1,0,0,change,product_adoption,unstated,agrees,1.0,1.0,orkut / Google Me,anthony,new code that will eventually become part of Google Me,human_audit
12969073,enriched,1,0,0,0,no_change,society_work,unstated,contrarian,2.0,1.0,systemic inequality and path dependence,anthony,initial differences will perpetuate themselves for an indefinately long time,human_adjudicated
6893558,enriched,1,1,0,0,failure,society_work,unstated,contrarian,1.0,1.0,employment and social outcomes from automation,panel,,panel
8806205,enriched,0,,,,,,,,,,,anthony,"medical advice, not in forecast scope",human_adjudicated
14490357,enriched,0,,,,,,,,,,,anthony,speaker's own dev to-do,human_adjudicated
10935850,enriched,0,,,,,,,,,,,anthony,"Personal to-do, not a scoped forecast",human_adjudicated
21161140,enriched,0,,,,,,,,,,,anthony,"advice to applicant, not a forecast",human_audit
19537618,enriched,1,1,0,0,failure,ai_ml,unstated,agrees,2.0,1.0,self-driving systems,anthony,a good one will breed complacency,human_adjudicated
3605031,enriched,0,,,,,,,,,,,anthony,"question, no claim",human_adjudicated
20602734,enriched,0,,,,,,,,,,,panel,,panel
20432034,enriched,0,,,,,,,,,,,panel,,panel
12952466,enriched,1,1,0,1,change,product_adoption,unstated,contrarian,1.0,1.0,body heat powered watches and watch winders,anthony,manufacturers will have to add little heating pads,human_adjudicated
21462281,enriched,1,1,0,0,,science_space,unstated,contrarian,1.0,1.0,nuclear fusion,anthony,complete global warming and running out of oil will play out before nuclear fusion,human_audit
20916596,enriched,1,1,0,1,change,policy_law,unstated,agrees,2.0,1.0,vaping bans and drug enforcement,anthony,people will always get around things like that,human_adjudicated
18405019,enriched,1,1,0,0,success,society_work,over_10y,agrees,1.0,2.0,North Coast of Canada,panel,,panel
9602466,enriched,0,,,,,,,,,,,anthony,"personal blogging plan, not a forecast",human_adjudicated
19238931,enriched,0,,,,,,,,,,,anthony,"personal advice, not a scoped forecast",human_audit
20141908,enriched,0,,,,,,,,,,,panel,,panel
7577340,enriched,0,,,,,,,,,,,panel,,panel
5523794,enriched,0,,,,,,,,,,,anthony,"General cost comparison, not a forecast",human_audit
10405246,enriched,0,,,,,,,,,,,anthony,"parenting tradeoff, not a forecast",human_adjudicated
17992319,enriched,0,,,,,,,,,,,panel,,panel
21829755,enriched,0,,,,,,,,,,,anthony,"I doubt they will really need a team of developers just to solve the Turkish language bugs. | review: local i18n judgment, not a company forecast",human_adjudicated
4683117,enriched,0,,,,,,,,,,,panel,,panel
12819468,enriched,0,,,,,,,,,,,anthony,"question, not an asserted forecast",human_adjudicated
599873,enriched,1,1,0,1,change,policy_law,unstated,agrees,2.0,1.0,automatic speed enforcement systems,panel,,panel
2211238,enriched,0,,,,,,,,,,,anthony,wonders if NYT is unsure,human_adjudicated
8217481,enriched,1,1,0,1,failure,language_or_framework,unstated,contrarian,2.0,1.0,visual source code representations with proprietary IDEs,anthony,"""visual"" source code representations will also be a dead-end if it means propietary, mutually incompatible IDEs.",human_adjudicated
4504462,enriched,1,1,0,0,no_change,company_fate,unstated,contrarian,2.0,1.0,Apple's legal actions and consumer impact,anthony,I don't see how this is going to harm the bottom line,human_adjudicated
20224300,enriched,0,,,,,,,,,,,panel,,panel
18451181,enriched,1,0,0,1,change,policy_law,unstated,,0.0,0.0,legal system response to encryption policy,panel,,panel
16215514,enriched,0,,,,,,,,,,,anthony,"Maybe the next one will be | review: conversational filler, not a product forecast",human_adjudicated
5386214,enriched,0,,,,,,,,,,,panel,,panel
6329885,enriched,0,,,,,,,,,,,panel,,panel
21617175,enriched,0,,,,,,,,,,,anthony,"personal encouragement, not a trend",human_audit
9541596,enriched,0,,,,,,,,,,,anthony,"habitual behavior, not a forecast",human_adjudicated
12796158,enriched,0,,,,,,,,,,,anthony,"habitual metaphor, not a later forecast",human_adjudicated
11423036,enriched,0,,,,,,,,,,,anthony,"Counterfactual hiring, not a forecast",human_audit
9184755,enriched,1,1,0,0,success,society_work,unstated,agrees,1.0,1.0,Alan Turing's legacy and contributions,anthony,it may be fashionable/scientifically proven/theologically required to hate gays again,human_adjudicated
12932246,enriched,0,,,,,,,,,,,anthony,"rhetorical questions, no asserted outcome",human_adjudicated
4187821,enriched,0,,,,,,,,,,,panel,,panel
21017722,enriched,0,,,,,,,,,,,anthony,"Interview advice, not a forecast",human_audit
5660757,enriched,0,,,,,,,,,,,anthony,"Code-review claim, not a trend",human_audit
17806496,enriched,0,,,,,,,,,,,panel,,panel
2511775,enriched,0,,,,,,,,,,,anthony,"Cites others' expectations, not own forecast",human_adjudicated
15640139,enriched,1,1,0,1,change,,5_to_10y,contrarian,2.0,2.0,German luxury electric cars,anthony,the usual German contenders will build electric cars every bit as quick,human_audit
11984649,enriched,0,,,,,,,,,,,anthony,"hope about quality, not an asserted forecast",human_audit
4724533,enriched,0,,,,,,,,,,,anthony,"physics claim, not tech/market/law/trend",human_adjudicated
20617549,enriched,1,1,0,0,failure,policy_law,unstated,agrees,2.0,1.0,Popper's tolerance paradox applied to content moderation,anthony,"if history is anything to go by, unfortunately will get abused",human_adjudicated
18720595,enriched,0,,,,,,,,,,,panel,,panel
2038912,enriched,1,1,0,0,no_change,infrastructure,unstated,agrees,1.0,1.0,HN scaling and performance,anthony,It will probably be hard to scale indefinitely,human_audit
19105363,enriched,0,,,,,,,,,,,anthony,,human_adjudicated
13525318,enriched,0,,,,,,,,,,,anthony,"describes current green-card procedure, not a forecast",human_adjudicated
18202485,enriched,1,1,0,0,change,,5_to_10y,contrarian,2.0,2.0,document delivery and PDF usage,panel,,panel
4476241,enriched,1,1,0,0,success,ai_ml,unstated,agrees,2.0,1.0,autonomous vehicles on highways,anthony,"Robots, being robots, are going to be inherently safer",human_adjudicated
5415563,enriched,1,1,0,0,change,society_work,unstated,agrees,2.0,1.0,women reporting harassment at tech conventions,anthony,"the subject on both ends will come out on social media, and the attacks will come",human_adjudicated
13460492,enriched,1,0,0,1,change,product_adoption,unstated,agrees,0.0,1.0,Netflix video on demand,anthony,maybe they will start thinking about video on demand,human_adjudicated
19261366,enriched,1,0,0,0,,policy_law,unstated,contrarian,2.0,0.0,corporate environmental action,anthony,it’s the last thing they will address,human_adjudicated
12485843,enriched,0,,,,,,,,,,,anthony,going to Mars names a destination,human_adjudicated
8075277,enriched,1,1,0,0,failure,company_fate,unstated,contrarian,0.0,2.0,Foursquare,anthony,I doubt it will involve more people having any of their apps on their phone tomorrow than today,human_audit
11669063,enriched,1,1,0,1,change,company_fate,unstated,agrees,1.0,1.0,BitKeeper open source licensing,anthony,we'll fork it and relicense it under the GPL,human_adjudicated
11361828,enriched,0,,,,,,,,,,,anthony,"illustrative tax math, not a forecast",human_adjudicated
18478770,enriched,0,,,,,,,,,,,anthony,bug report about current app behavior,human_audit
11635215,enriched,0,,,,,,,,,,,anthony,"Current product behavior, not a forecast",human_adjudicated
510085,enriched,0,,,,,,,,,,,anthony,"Quoted question, not a forecast",human_audit
6030636,enriched,1,0,0,0,change,,unstated,agrees,2.0,1.0,FOSS fragmentation,anthony,FOSS will fragment because people have different opinions,human_adjudicated
21624845,enriched,1,1,0,1,success,crypto_finance,unstated,contrarian,2.0,1.0,cryptocurrency as store of value,panel,,panel
20358746,enriched,1,1,0,0,success,ai_ml,unstated,agrees,2.0,1.0,autonomous vehicle fail-safe systems,panel,,panel
19164709,enriched,0,,,,,,,,,,,panel,,panel
907756,enriched,0,,,,,,,,,,,panel,,panel
21785484,enriched,1,1,0,1,failure,policy_law,unstated,agrees,2.0,2.0,Yang's VAT-funded UBI plan,anthony,consumer spending will drop sharply if his tax plan is implemented,human_audit
5542372,enriched,1,1,0,0,no_change,infrastructure,unstated,contrarian,1.0,1.0,WordPress botnet attack impact,anthony,effect is probably reasonably limited,human_adjudicated
19569730,enriched,1,1,0,0,no_change,infrastructure,unstated,contrarian,1.0,1.0,undersea internet cable cartel formation,anthony,there will always be someone willing to sell off some capacity,human_adjudicated
9739290,enriched,0,,,,,,,,,,,panel,,panel
11905590,enriched,0,,,,,,,,,,,anthony,"algorithm behavior, not a forecast",human_audit
19190045,enriched,0,,,,,,,,,,,panel,,panel
19399477,enriched,0,,,,,,,,,,,anthony,"parenting behavior, not in scope",human_adjudicated
11414081,enriched,0,,,,,,,,,,,anthony,"going to Apple is travel, not future",human_audit
956744,enriched,1,1,0,0,failure,ai_ml,unstated,agrees,1.0,1.0,machine learning for trading,anthony,standard ML techniques are unlikely to outperform,human_adjudicated
16223492,enriched,0,,,,,,,,,,,anthony,"Math guarantee, not a temporal forecast",human_audit
9881604,enriched,0,,,,,,,,,,,panel,,panel
8021814,enriched,0,,,,,,,,,,,panel,,panel
12647501,enriched,0,,,,,,,,,,,anthony,"Rhetorical question, not a stated forecast",human_adjudicated
1070896,enriched,1,1,0,0,no_change,product_adoption,unstated,agrees,3.0,1.0,iPhone as primary work device,anthony,no one is ever going to be going to work and working all day on their iPhone,human_adjudicated
15699748,enriched,1,1,0,0,change,,under_1y,agrees,2.0,1.0,augmented viewing in sports,panel,,panel
10336851,enriched,1,1,0,0,failure,policy_law,unstated,agrees,2.0,1.0,Trans-Pacific Partnership,panel,,panel
5658676,enriched,0,,,,,,,,,,,panel,,panel
10478987,enriched,0,,,,,,,,,,,anthony,"question, not an asserted forecast",human_audit
12374636,enriched,1,1,0,1,failure,infrastructure,unstated,contrarian,0.0,1.0,US automated manufacturing capabilities,panel,,panel
3059839,enriched,0,,,,,,,,,,,anthony,,human_adjudicated
3383334,enriched,1,1,0,0,change,infrastructure,unstated,contrarian,2.0,1.0,traditional desktop UI,anthony,the traditional desktop we've been using for the past 25 years is most certainly going to go away.,human_audit
20913863,enriched,1,1,0,0,success,language_or_framework,under_1y,agrees,2.0,2.0,UserDashboard companion web app,anthony,"personal product todo, not a forecast | review: claims own product will be finished and solid",human_adjudicated
17034917,enriched,1,1,0,0,change,policy_law,unstated,contrarian,2.0,1.0,government regulatory overreach and restriction of freedoms,anthony,it will have a very real impact on people living in the affected jurisdiction,human_audit
13593887,enriched,0,,,,,,,,,,,anthony,"describes FedEx program mechanics, not a forecast",human_adjudicated
7701495,enriched,1,0,0,0,failure,,unstated,contrarian,2.0,1.0,capitalism and ISP market competition,anthony,damage it will do to capitalism if their customers have no option to leave,human_audit
4241980,enriched,1,1,0,1,,product_adoption,unstated,agrees,2.0,1.0,"Airbnb, Homeaway/VRBO, peer-to-peer rental platforms",panel,,panel
9410271,enriched,0,,,,,,,,,,,panel,,panel
3943166,enriched,0,,,,,,,,,,,panel,,panel
5830582,enriched,0,,,,,,,,,,,panel,,panel
8626165,enriched,0,,,,,,,,,,,panel,,panel
18588371,enriched,1,1,0,0,no_change,crypto_finance,unstated,contrarian,2.0,1.0,bitcoin death spiral,anthony,All this is going to do is shuffle out the miners,human_adjudicated
16442523,enriched,0,,,,,,,,,,,anthony,"current consumption estimate, not a future outcome",human_audit
13965476,enriched,0,,,,,,,,,,,anthony,"personal career advice, not a scoped forecast",human_adjudicated
2208169,enriched,1,1,0,0,success,company_fate,unstated,agrees,1.0,1.0,Nokia Windows Phone 7,panel,,panel
15901024,enriched,0,,,,,,,,,,,anthony,"bodily coffee aside, not a scoped forecast",human_audit
18159857,enriched,1,1,0,0,change,policy_law,unstated,agrees,3.0,1.0,US Government security lockdown and protest restrictions,anthony,the political class will begin locking down the capital and restricting access,human_adjudicated
5481197,enriched,0,,,,,,,,,,,anthony,"advice on rhetoric, not in-scope forecast",human_adjudicated
8586747,enriched,0,,,,,,,,,,,anthony,"personal complaint, not a market forecast",human_adjudicated
2884830,enriched,0,,,,,,,,,,,panel,,panel
5714391,enriched,0,,,,,,,,,,,panel,,panel
2256292,enriched,1,1,0,0,success,product_adoption,unstated,contrarian,1.0,1.0,DrChrono iPad app on Apple App Store,anthony,it is unlikely Apple will yank our app.,human_adjudicated
21797033,enriched,0,,,,,,,,,,,panel,,panel
13340570,enriched,0,,,,,,,,,,,anthony,"I won't have to worry about renewing certs anymore | review: current product behavior, not a forecast",human_adjudicated
4776216,enriched,1,1,0,0,change,crypto_finance,unstated,agrees,1.0,1.0,algorithmic trading systems and market manipulation,panel,,panel
4298171,enriched,1,1,0,0,failure,,unstated,agrees,0.0,1.0,App Store comments quality,panel,,panel
6710190,enriched,0,,,,,,,,,,,panel,,panel
13992636,enriched,1,1,0,1,change,policy_law,unstated,contrarian,1.0,1.0,simplified tax filing system (ReadyReturn),anthony,lessening the cognitive burden of the payment process will lead to higher taxes,human_adjudicated
1348595,enriched,0,,,,,,,,,,,anthony,"Quotes Google's plan, not own forecast",human_adjudicated
15753933,enriched,0,,,,,,,,,,,panel,,panel
2199212,enriched,0,,,,,,,,,,,anthony,"This summer, or No, it won't | review: reports the event answer, does not forecast",human_audit
19179580,enriched,1,1,0,0,change,infrastructure,unstated,agrees,2.0,1.0,RISC-V SweRV core for RPi-type applications,panel,,panel
10540889,enriched,0,,,,,,,,,,,panel,,panel
6065977,enriched,0,,,,,,,,,,,anthony,"reports others' beliefs, not own forecast",human_adjudicated
17103339,enriched,0,,,,,,,,,,,anthony,"personal to-do, not a forecast",human_adjudicated
11912287,enriched,0,,,,,,,,,,,anthony,"purchase criterion, not a market forecast",human_adjudicated
7481376,enriched,1,1,0,0,success,crypto_finance,unstated,agrees,1.0,1.0,Bitcoin adoption through Stripe integration,anthony,will be a really good contribution to make btc spread amongst normal users,human_adjudicated
6118083,enriched,0,,,,,,,,,,,anthony,"Coding advice, not a forecast",human_audit
780391,enriched,0,,,,,,,,,,,anthony,"idiomatic willingness, not a forecast",human_audit
3701700,enriched,1,1,0,0,success,infrastructure,over_10y,agrees,2.0,2.0,physical encyclopedias vs hard drives,panel,,panel
4532159,enriched,1,1,0,0,success,society_work,over_10y,contrarian,1.0,2.0,Chinese language adoption in business and science,panel,,panel
20316395,enriched,0,,,,,,,,,,,panel,,panel
7646468,enriched,1,1,0,0,change,company_fate,unstated,unclear,2.0,1.0,Google,anthony,"Recent numbers already out, not a later forecast | review: claims the numbers will be a nasty awakening",human_adjudicated
18534478,enriched,1,1,0,0,success,infrastructure,unstated,agrees,1.0,1.0,"Lisp machines, RISC-V chips",panel,,panel
16563392,enriched,0,,,,,,,,,,,panel,,panel
2384477,enriched,0,,,,,,,,,,,anthony,"past quoted diet advice, not a forecast",human_audit
12272953,enriched,1,1,0,1,failure,language_or_framework,unstated,contrarian,1.0,1.0,Rust async thread pool ecosystem standardization,panel,,panel
18544987,enriched,1,1,0,0,failure,company_fate,unstated,agrees,3.0,1.0,Google's recruiting and reputation,panel,,panel
15668646,enriched,1,1,0,1,change,policy_law,unstated,contrarian,3.0,0.0,use of data from unethical research,anthony,"it will happen again, and the perpetrator will feel like they are doing good",human_adjudicated
1452578,enriched,0,,,,,,,,,,,anthony,"Analogy hypothetical, not a forecast",human_adjudicated
12146886,enriched,1,1,0,0,no_change,language_or_framework,under_1y,agrees,2.0,1.0,Functional Data Structures,anthony,Functional Data Structures which are not going to change anytime soon,human_audit
13765819,enriched,1,1,0,0,success,infrastructure,unstated,agrees,2.0,2.0,"supercomputers, exascale computing",panel,,panel
10315185,enriched,0,,,,,,,,,,,anthony,"job post, not a forecast",human_adjudicated
938237,enriched,0,,,,,,,,,,,anthony,"Personal learning advice, out of scope",human_adjudicated
8010245,enriched,0,,,,,,,,,,,anthony,"habitual will, not a future outcome",human_audit
2146594,enriched,0,,,,,,,,,,,anthony,"Describes ranking mechanic, not a forecast",human_adjudicated
3764571,enriched,0,,,,,,,,,,,anthony,"Design critique of pagination, not a forecast",human_audit
5514897,enriched,1,1,0,1,success,company_fate,unstated,agrees,2.0,1.0,Google Fiber,anthony,they will also know every customers web habbits,human_adjudicated
18704541,enriched,0,,,,,,,,,,,anthony,"task duration, not a trend forecast",human_adjudicated
7364808,enriched,0,,,,,,,,,,,panel,,panel
1837674,enriched,0,,,,,,,,,,,anthony,"career advice, not a trend forecast",human_adjudicated
7320920,enriched,1,0,0,1,change,policy_law,unstated,contrarian,2.0,0.0,electoral system reform and citizen revolution,anthony,there will be a revolution,human_audit
10996714,enriched,1,1,0,0,no_change,crypto_finance,over_10y,contrarian,1.0,2.0,interest rates and central bank policy,anthony,I doubt the rate raise will stick,human_audit
15444612,enriched,0,,,,,,,,,,,anthony,"Own roadmap wishes, not an asserted forecast",human_adjudicated
18909688,enriched,0,,,,,,,,,,,panel,,panel
5548063,enriched,0,,,,,,,,,,,anthony,"current company intent, not a forecast",human_audit
13868519,enriched,0,,,,,,,,,,,anthony,"current customs duty, not a forecast",human_audit
21885422,enriched,0,,,,,,,,,,,anthony,"describes tool capability, not future outcome",human_audit
20560166,enriched,0,,,,,,,,,,,anthony,"he will be written about extensively in history books | review: hope and a personal legacy, not a domain forecast",human_adjudicated
18750882,enriched,0,,,,,,,,,,,panel,,panel
10078482,enriched,1,1,0,1,success,,unstated,agrees,1.0,1.0,solid-state batteries in electric vehicles,panel,,panel
13680055,enriched,0,,,,,,,,,,,anthony,"current config behavior, not a future forecast",human_adjudicated
1582614,enriched,0,,,,,,,,,,,anthony,"quoted principle, not a forecast",human_adjudicated
9020139,enriched,0,,,,,,,,,,,anthony,SEO advice about current limits,human_adjudicated
8799917,enriched,0,,,,,,,,,,,panel,,panel
3828633,enriched,1,1,0,1,success,product_adoption,unstated,agrees,2.0,1.0,Ohours networking platform,anthony,those high value time slots will be harder to come by as the service grows.,human_adjudicated
1851110,enriched,1,1,0,0,change,policy_law,unstated,contrarian,2.0,1.0,Orexigen's Contrave obesity drug FDA approval,anthony,people are going to take any drugs once they're approved,human_adjudicated
15165136,enriched,0,,,,,,,,,,,panel,,panel
7592491,enriched,0,,,,,,,,,,,panel,,panel
11248010,enriched,0,,,,,,,,,,,panel,,panel
15282428,enriched,1,1,0,0,success,language_or_framework,unstated,contrarian,2.0,2.0,Fresh IDE v3.0 with portable GUI toolkit,panel,,panel
3693584,enriched,0,,,,,,,,,,,anthony,"project challenge phrasing, not a forecast",human_adjudicated
6788571,enriched,1,0,0,0,,crypto_finance,unstated,contrarian,1.0,0.0,Bitcoin adoption and collective action against early adopters,anthony,people will just worry about themselves than burning their own value,human_adjudicated
3187001,enriched,0,,,,,,,,,,,anthony,"Reports a fear, not speaker's forecast",human_adjudicated
8129478,enriched,0,,,,,,,,,,,anthony,"Wonders whether, does not assert",human_adjudicated
15015756,enriched,0,,,,,,,,,,,anthony,"One person's conduct, not a listed topic",human_adjudicated
17271092,enriched,0,,,,,,,,,,,panel,,panel
12959010,enriched,0,,,,,,,,,,,panel,,panel
19348530,enriched,0,,,,,,,,,,,panel,,panel
16872195,enriched,1,0,0,0,failure,product_adoption,unstated,contrarian,2.0,1.0,web apps vs native applications,anthony,a webapp isn't going to be as good as a proper application.,human_adjudicated
10712554,enriched,0,,,,,,,,,,,panel,,panel
8236298,enriched,0,,,,,,,,,,,anthony,"quoted spec steps, not a forecast",human_audit
19768461,enriched,1,1,0,0,no_change,language_or_framework,unstated,contrarian,1.0,1.0,ImGUI and retained mode GUIs,anthony,it's probably going to be just fine for their use case,human_adjudicated
16526575,enriched,0,,,,,,,,,,,anthony,"personal conviction, not a tech forecast",human_audit
16896599,enriched,0,,,,,,,,,,,panel,,panel
4462105,enriched,1,1,0,0,success,product_adoption,unstated,contrarian,1.0,1.0,Linux on consumer desktops/laptops,panel,,panel
2778401,enriched,1,1,0,0,no_change,policy_law,over_10y,agrees,1.0,1.0,autonomous drone targeting systems,panel,,panel
17913245,enriched,0,,,,,,,,,,,panel,,panel
4603969,enriched,0,,,,,,,,,,,anthony,"rhetorical question, not a forecast",human_audit
15325288,enriched,1,1,0,1,change,policy_law,unstated,contrarian,2.0,1.0,territorial independence movements and government enforcement,panel,,panel
5947415,enriched,0,,,,,,,,,,,anthony,"will is capability or refusal, not forecast",human_adjudicated
1812160,enriched,0,,,,,,,,,,,anthony,"advice, not a product forecast",human_adjudicated
21450942,enriched,0,,,,,,,,,,,panel,,panel
3979092,enriched,1,1,0,1,success,infrastructure,unstated,agrees,1.0,1.0,Rails deployment on Linux,anthony,Chances are high that it will be Linux,human_audit
7702083,enriched,0,,,,,,,,,,,panel,,panel
3492120,enriched,0,,,,,,,,,,,anthony,"present sports habit, not a scoped forecast",human_audit
10761795,enriched,1,1,0,0,change,infrastructure,over_10y,agrees,2.0,1.0,personal cloud devices and homomorphic encryption,panel,,panel
17987371,enriched,0,,,,,,,,,,,panel,,panel
8162424,enriched,0,,,,,,,,,,,panel,,panel
18471937,enriched,1,1,0,1,success,,unstated,agrees,2.0,1.0,Google Cloud Platform support and customer service,panel,,panel
7932014,enriched,0,,,,,,,,,,,anthony,"About the interlocutor, not a scoped forecast",human_audit
13996140,enriched,0,,,,,,,,,,,anthony,"you will see prices for drugs like Insulin going up | review: will-see describes current pricing, not a forecast",human_adjudicated
14600839,enriched,1,1,0,0,change,product_adoption,unstated,contrarian,2.0,1.0,Twitch chat moderation,anthony,"no matter what the tools, there will be collateral damage",human_adjudicated
7201228,enriched,0,,,,,,,,,,,panel,,panel
7253241,enriched,0,,,,,,,,,,,panel,,panel
13301263,enriched,1,1,0,0,no_change,crypto_finance,unstated,agrees,2.0,1.0,carry trade and financial regulation,anthony,billions lost will be covered by someone else,human_adjudicated
8691646,enriched,1,1,0,0,change,language_or_framework,over_10y,agrees,1.0,1.0,Docker and Rocket,anthony,there will be enough interest & momentum that we eventually see some sort of alignment between Docker and Rocket,human_audit
17132890,enriched,0,,,,,,,,,,,panel,,panel
18108155,enriched,0,,,,,,,,,,,anthony,"quoted methods advice, not a forecast",human_adjudicated
20041764,enriched,0,,,,,,,,,,,anthony,going to is advice about concern,human_audit
9101597,enriched,0,,,,,,,,,,,anthony,"Curious whether, no assertion",human_adjudicated
1255722,enriched,1,,0,0,change,language_or_framework,,contrarian,1.0,1.5,iPhone SDK porting to Windows,anthony,I imagine this trend will continue,human_adjudicated
3658243,enriched,1,0,0,1,failure,science_space,over_10y,,2.0,1.0,alien contact via radio signals,panel,,panel
21496134,enriched,1,1,0,0,no_change,,,contrarian,2.0,3.0,US healthcare costs as percentage of GDP,anthony,shows falling costs as a percentage of GDP,human_adjudicated
18208877,enriched,0,,,,,,,,,,,anthony,"Standing cost pattern, not a forecast",human_adjudicated
8786009,enriched,1,0,0,1,change,society_work,unstated,,1.0,0.0,uberman morality and societal outcomes,anthony,"Only if we get very, very lucky",human_audit
9261096,enriched,0,,,,,,,,,,,anthony,"death metaphysics, not a scoped forecast",human_adjudicated
16137821,enriched,1,0,1,1,failure,society_work,unstated,contrarian,2.0,0.0,human race,anthony,human race shrivelling up and going extinct,human_audit
7774474,enriched,0,,,,,,,,,,,panel,,panel
21281860,enriched,0,,,,,,,,,,,anthony,"questions, no asserted forecast",human_adjudicated
